"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe","Radiazione globale (MJ/m²)","Radiazione classe"
"2008-03-24","11.3","6.0","-0.5","MZ00","0.0","MZ","2.8","11.8","NNE","10","630","MZZYYZ","50","27","10","AZ*0","17.9","MZ"
"2008-03-25","12.0","7.3","2.1","MZ00","0.0","MZ","3.6","18.1","NNE","80","790","MZZYYZ","64","31","12","AZ00","19.2","MZ"
"2008-03-26","16.3","8.8","-0.8","MZ00","0.0","MZ","1.8","9.0","SW","110","330","MZZYYZ","67","35","19","AZ*0","17.5","MZ"
"2008-03-27","15.6","9.5","5.8","MZ00","5.0","MZ","1.2","6.7","","350","","MZZ00Z","97","58","29","AZ*0","11.3","MZ"
"2008-03-28","19.7","9.6","1.1","MZ00","0.0","MZ","1.1","7.2","","340","","MZZ00Z","99","62","21","AZ00","18.9","MZ"
"2008-03-29","22.9","12.0","2.4","MZ00","0.0","MZ","0.8","6.2","","330","","MZZ00Z","93","51","8","AZ00","20.0","MZ"
"2008-03-30","16.7","11.6","6.1","MZ00","0.0","MZ","0.9","4.3","","380","","MZZ00Z","83","58","40","AZ00","10.0","MZ"
"2008-03-31","15.3","10.7","5.2","MZ00","2.0","MZ","0.8","4.4","","340","","MZZ00Z","97","78","54","AZ*0","6.5","MZ"
"2008-04-01","24.9","13.1","2.9","MZ00","0.0","MZ","1.5","10.2","N","90","460","MZZYYZ","94","50","13","AZ00","20.0","MZ"
"2008-04-02","17.0","13.7","6.4","MZ00","0.0","MZ","4.3","12.8","NNE","0","1080","MZZZZZ","69","35","18","AZ00","12.7","MZ"
"2008-04-03","16.3","13.1","7.9","MZ00","0.0","MZ","4.1","13.9","NNE","10","1050","MZZYYZ","40","28","20","AZ00","22.2","MZ"
"2008-04-04","21.2","12.9","3.9","MZ00","0.0","MZ","1.6","10.0","","240","","MZZ00Z","65","28","7","AZ*0","21.7","MZ"
"2008-04-05","21.9","12.0","2.5","MZ00","0.0","MZ","1.3","7.3","","330","","MZZ00Z","75","40","15","AZ00","21.4","MZ"
"2008-04-06","17.5","10.7","7.5","MZ00","0.0","MZ","1.1","7.2","","360","","MZZ00Z","89","58","30","AZ00","9.6","MZ"
"2008-04-07","15.9","9.9","3.1","MZ00","0.4","MZ","2.6","13.4","N","50","820","MZZYYZ","88","31","8","AZ00","22.9","MZ"
"2008-04-08","13.9","8.1","2.6","MZ00","0.0","MZ","0.8","3.8","","300","","MZZ00Z","85","47","25","AZ00","6.1","MZ"
"2008-04-09","10.9","6.6","1.1","MZ00","3.2","MZ","0.4","3.0","","660","","MZZ00Z","98","80","47","AZ*0","4.8","MZ"
"2008-04-10","11.8","9.1","6.7","MZ00","3.6","MZ","0.2","3.0","","1000","","MYZ00Y","100","91","75","AZ00","3.4","MZ"
"2008-04-11","12.2","10.0","8.8","MZ00","17.6","MZ","0.2","2.1","","1020","","MYZ00Y","100","97","84","AZ00","3.2","MZ"
"2008-04-12","17.8","11.5","3.9","MZ00","0.2","MY","1.2","8.9","","360","","MZZ00Z","100","57","20","AZ00","13.1","MZ"
"2008-04-13","18.8","10.2","1.7","MZ00","0.6","MZ","1.5","8.8","","200","","MZZ00Z","94","65","32","AZ00","18.7","MZ"
"2008-04-14","9.1","7.3","5.0","MZ00","22.2","MZ","0.5","4.2","","620","","MZZ00Z","98","93","86","AZ*0","2.9","MZ"
"2008-04-15","17.2","12.4","4.3","MZ00","0.0","MZ","2.7","11.1","NNE","40","910","MZZYYZ","97","32","18","AZ00","24.4","MZ"
"2008-04-16","19.3","10.9","0.6","MZ00","0.0","MZ","0.9","6.9","","460","","MZZ00Z","88","45","14","AZ00","24.4","MZ"
"2008-04-17","10.2","8.8","6.4","MZ00","14.6","MZ","0.4","3.7","","760","","MYZ00Y","97","84","68","AZ*0","3.4","MZ"
"2008-04-18","11.9","8.3","5.4","MZ00","25.0","MZ","0.5","3.2","","610","","MYZ00Y","99","90","67","AZ00","5.3","MZ"
"2008-04-19","19.6","11.5","5.4","MZ00","1.8","MZ","1.0","7.5","","460","","MZZ00Z","98","74","38","AZ*0","22.2","MZ"
"2008-04-20","13.5","10.5","8.4","MZ00","7.2","MZ","0.2","3.0","","1060","","MYZ00Y","99","93","72","AZ00","3.6","MZ"
"2008-04-21","10.0","8.2","6.8","MZ00","36.8","MZ","0.4","3.7","","940","","MYZ00Y","100","95","81","AZ00","4.1","MZ"
"2008-04-22","21.2","13.0","6.6","MZ00","0.0","MZ","1.7","10.9","","470","","MZZ00Z","100","66","25","AZ00","21.7","MZ"
"2008-04-23","24.9","16.8","6.9","MZ00","0.0","MZ","1.5","7.8","","330","","MZZ00Z","88","48","20","AZ00","23.8","MZ"
"2008-04-24","22.5","15.4","8.5","MZ00","0.0","MZ","1.4","9.0","","320","","MZZ00Z","95","67","39","AZ00","22.9","MZ"
"2008-04-25","25.0","16.7","7.7","MZ00","0.0","MZ","1.3","7.8","","310","","MZZ00Z","96","49","15","AZ00","23.3","MZ"
"2008-04-26","24.0","16.2","6.3","MZ00","0.0","MZ","1.5","8.5","","250","","MZZ00Z","86","52","30","AZ00","24.5","MZ"
"2008-04-27","23.3","17.0","9.4","MZ00","0.0","MZ","1.1","6.7","","440","","MZZ00Z","83","48","26","AZ00","19.3","MZ"
"2008-04-28","17.0","12.2","6.9","MZ00","2.2","MZ","0.1","2.3","","1130","","MYZ00Y","99","78","48","AZ00","5.1","MZ"
"2008-04-29","19.0","13.8","9.9","MZ00","4.8","MZ","1.2","8.9","","410","","MYZ00Y","100","76","48","AZ0*","18.8","MZ"
"2008-04-30","13.1","10.8","7.1","MZ00","31.2","MZ","0.3","2.6","","600","","MYZ00Y","99","95","82","AZ00","2.4","MY"
"2008-05-01","21.8","12.5","5.0","MZ00","0.0","MZ","0.9","5.5","","270","","MZZ00Z","100","69","25","AZ00","22.0","MZ"
"2008-05-02","25.1","15.2","6.1","MZ00","0.0","MZ","1.1","6.9","","220","","MZZ00Z","94","61","22","AZ00","26.1","MZ"
"2008-05-03","26.1","16.1","7.6","MZ00","0.0","MZ","1.1","6.5","","150","","MZZ00Z","93","63","30","AZ00","19.6","MZ"
"2008-05-04","25.6","16.7","8.0","MZ00","0.0","MZ","1.2","8.6","","340","","MZZ00Z","97","66","34","AZ00","23.2","MZ"
"2008-05-05","22.3","16.5","10.2","MZ00","0.0","MZ","1.5","9.2","","350","","MZZ00Z","96","65","36","AZ00","20.9","MZ"
"2008-05-06","26.4","18.0","10.1","MZ00","0.0","MZ","1.1","7.9","","410","","MZZ00Z","89","57","27","AZ00","25.5","MZ"
"2008-05-07","26.0","17.7","8.1","MZ00","0.0","MZ","1.2","7.2","","290","","MZZ00Z","93","58","31","AZ00","23.7","MZ"
"2008-05-08","27.4","19.4","12.2","MZ00","0.0","MZ","0.9","7.8","","520","","MZZ00Z","90","58","28","AZ00","24.1","MZ"
"2008-05-09","27.7","18.3","9.5","MZ00","0.0","MZ","1.1","7.0","","340","","MZZ00Z","95","59","27","AZ00","23.6","MZ"
"2008-05-10","27.3","18.7","9.8","MZ00","2.4","MZ","1.1","7.5","","390","","MZZ00Z","92","57","28","AZ*0","21.7","MZ"
"2008-05-11","21.5","15.7","12.3","MZ00","8.4","MZ","0.9","6.6","","230","","MZZ00Z","98","77","41","AZ*0","13.0","MZ"
"2008-05-12","24.9","17.0","10.9","MZ00","0.2","MY","0.6","4.1","","430","","MZZ00Z","99","69","29","AZ00","19.3","MZ"
"2008-05-13","27.0","17.2","10.0","MZ00","0.0","MZ","0.9","5.3","","310","","MZZ00Z","93","60","19","AZ00","21.9","MZ"
"2008-05-14","28.9","17.9","9.9","MZ00","0.0","MZ","1.0","7.6","","170","","MZZ00Z","91","60","26","AZ00","24.2","MZ"
"2008-05-15","19.4","14.5","9.9","MZ00","3.2","MZ","0.4","4.1","","730","","MZZ00Z","100","84","54","AZ00","7.3","MZ"
"2008-05-16","18.5","14.9","12.0","MZ00","7.2","MZ","0.4","4.3","","700","","MZZ00Z","100","91","69","AZ00","7.7","MZ"
"2008-05-17","19.4","15.0","13.0","MZ00","17.0","MZ","0.5","3.9","","740","","MZZ00Z","100","93","70","AZ00","9.0","MZ"
"2008-05-18","21.3","15.3","12.2","MZ00","0.4","MY","0.5","5.9","","780","","MZZ00Z","100","88","58","AZ00","13.2","MZ"
"2008-05-19","24.3","17.3","11.1","MZ00","0.0","MZ","1.0","7.7","","230","","MZZ00Z","100","75","39","AZ00","22.5","MZ"
"2008-05-20","23.5","17.2","13.4","MZ00","6.6","MZ","1.2","6.6","","260","","MZZ00Z","99","80","56","AZ00","15.1","MZ"
"2008-05-21","20.3","16.5","13.8","MZ00","0.6","MZ","0.8","4.9","","500","","MZZ00Z","100","85","62","AZ00","12.6","MZ"
"2008-05-22","19.1","14.7","10.8","MZ00","11.2","MZ","0.5","4.0","","590","","MZZ00Z","100","89","61","AZ00","9.4","MZ"
"2008-05-23","24.7","17.3","10.2","MZ00","0.0","MZ","1.1","5.8","","240","","MZZ00Z","100","73","42","AZ00","24.3","MZ"
"2008-05-24","16.4","14.9","13.5","MZ00","26.2","MZ","0.5","3.7","","620","","MZZ00Z","100","96","90","AZ00","3.1","MZ"
"2008-05-25","19.7","16.0","13.5","MZ00","5.0","MZ","0.3","3.3","","760","","MZZ00Z","100","93","72","AZ00","8.1","MZ"
"2008-05-26","17.2","15.5","14.5","MZ00","25.0","MZ","0.3","2.9","","760","","MZZ00Z","100","99","89","AZ00","3.1","MZ"
"2008-05-27","28.1","19.2","14.0","MZ00","12.0","MZ","0.9","4.3","N","90","640","MZZYYZ","100","86","49","AZ00","19.1","MZ"
"2008-05-28","25.8","19.3","16.2","MZ00","16.6","MZ","0.9","4.8","","190","","MZZ00Z","100","88","57","AZ00","11.4","MZ"
"2008-05-29","18.8","16.9","15.2","MZ00","41.6","MZ","0.4","5.2","","620","","MZZ00Z","100","99","92","AZ00","3.6","MZ"
"2008-05-30","25.7","17.5","14.5","MZ*0","15.6","MZ","0.7","8.3","","390","","MZZ00Z","100","89","47","AZ0*","15.3","MZ"
"2008-05-31","22.8","17.9","14.0","MZ00","0.0","MZ","0.6","3.6","","470","","MZZ00Z","100","85","60","AZ00","11.3","MZ"
"2008-06-01","27.4","20.3","15.2","MZ00","0.0","MZ","0.7","3.4","","370","","MZZ00Z","97","76","42","AZ00","18.3","MZ"
"2008-06-02","23.1","17.8","13.7","MZ00","1.4","MZ","0.6","3.7","","440","","MZZ00Z","100","87","60","AZ00","8.2","MZ"
"2008-06-03","28.3","20.0","11.9","MZ00","1.2","MZ","0.9","6.3","","330","","MZZ00Z","100","74","39","AZ00","25.9","MZ"
"2008-06-04","22.3","17.8","14.4","MZ00","3.2","MZ","0.7","6.9","","390","","MZZ00Z","100","83","60","AZ00","9.3","MZ"
"2008-06-05","20.7","17.4","14.6","MZ00","7.0","MZ","0.6","5.4","","600","","MZZ00Z","100","92","73","AZ00","11.0","MZ"
"2008-06-06","21.1","17.5","14.9","MZ00","14.6","MZ","0.7","3.3","","490","","MZZ00Z","100","94","75","AZ00","10.5","MZ"
"2008-06-07","22.7","17.2","13.7","MZ00","5.8","MZ","0.6","3.2","","500","","MZZ00Z","100","87","58","AZ00","10.2","MZ"
"2008-06-08","22.9","18.2","14.3","MZ00","2.2","MZ","0.6","3.4","","500","","MZZ00Z","100","86","60","AZ00","14.3","MZ"
"2008-06-09","26.3","19.6","14.8","MZ00","0.0","MZ","0.9","5.6","","260","","MZZ00Z","100","77","45","AZ00","19.3","MZ"
"2008-06-10","28.5","20.8","14.0","MZ00","0.0","MZ","1.1","5.3","N","130","320","MYZYYY","98","71","42","AZ00","21.8","MZ"
"2008-06-11","27.0","19.6","13.6","MZ00","0.0","MZ","1.2","6.0","N","50","550","MZZYYZ","98","75","42","AZ00","19.0","MZ"
"2008-06-12","28.0","20.6","12.5","MZ00","0.0","MZ","1.6","8.3","SSW","60","390","MZZYYZ","94","68","43","AZ00","28.9","MZ"
"2008-06-13","26.3","20.6","15.1","MZ00","0.0","MZ","2.1","10.5","","260","","MZZ00Z","96","50","18","AZ00","31.4","MZ"
"2008-06-14","23.3","17.3","11.0","MZ00","0.0","MZ","1.4","9.0","","350","","MZZ00Z","98","67","42","AZ00","27.5","MZ"
"2008-06-15","16.0","13.7","11.8","MZ00","8.6","MZ","0.5","4.4","","780","","MZZ00Z","99","91","77","AZ00","6.3","MZ"
"2008-06-16","14.9","13.3","11.5","MZ00","8.8","MZ","0.2","1.9","","970","","MYZ00Y","100","94","82","AZ00","4.9","MZ"
"2008-06-17","21.0","16.1","12.6","MZ00","2.2","MZ","0.7","4.2","","410","","MZZ00Z","100","88","66","AZ00","12.5","MZ"
"2008-06-18","28.9","20.2","11.2","MZ00","0.0","MZ","1.2","7.0","","310","","MZZ00Z","100","75","41","AZ00","27.6","MZ"
"2008-06-19","29.6","22.4","16.4","MZ00","0.0","MZ","0.9","7.1","","510","","MYZ00Y","99","74","44","AZ00","27.2","MZ"
"2008-06-20","31.3","23.1","15.4","MZ00","0.0","MZ","1.2","6.7","","160","","MZZ00Z","99","70","43","AZ00","26.3","MZ"
"2008-06-21","31.9","24.6","17.1","MZ00","0.0","MZ","1.1","6.8","","270","","MZZ00Z","96","70","43","AZ00","27.1","MZ"
"2008-06-22","32.6","25.0","18.7","MZ00","0.0","MZ","0.8","5.1","","390","","MZZ00Z","95","74","49","AZ00","20.8","MZ"
"2008-06-23","34.7","26.0","18.8","MZ00","0.0","MZ","1.0","6.6","","250","","MZZ00Z","93","69","41","AZ00","25.4","MZ"
"2008-06-24","33.1","25.6","19.0","MZ00","0.0","MZ","0.7","5.8","","490","","MZZ00Z","95","69","38","AZ00","21.5","MZ"
"2008-06-25","34.0","26.1","17.7","MZ00","0.0","MZ","0.9","6.0","","410","","MZZ00Z","99","67","38","AZ00","25.1","MZ"
"2008-06-26","34.1","25.1","18.4","MZ00","9.8","MZ","1.0","8.4","","320","","MZZ00Z","98","72","42","AZ*0","22.3","MZ"
"2008-06-27","35.0","26.0","17.1","MZ00","0.0","MZ","1.1","7.0","","180","","MZZ00Z","98","60","30","AZ00","28.8","MZ"
"2008-06-28","32.5","24.8","15.9","MZ00","0.0","MZ","1.0","7.0","","540","","MZZ00Z","91","66","42","AZ00","28.7","MZ"
"2008-06-29","32.2","23.8","17.7","MZ00","5.2","MZ","1.1","9.2","","340","","MZZ00Z","100","80","50","AZ00","17.7","MZ"
"2008-06-30","31.8","22.9","16.1","MZ00","0.2","MY","1.0","7.1","","200","","MZZ00Z","100","75","45","AZ0*","23.1","MZ"
"2008-07-01","31.7","23.3","15.6","MZ00","6.8","MZ","1.4","7.5","N","80","370","MZZYYZ","99","70","38","AZ00","27.1","MZ"
"2008-07-02","31.6","23.4","15.3","MZ00","0.2","MY","1.2","7.9","","200","","MZZ00Z","100","71","39","AZ0*","27.7","MZ"
"2008-07-03","26.6","21.1","17.9","MZ00","4.8","MZ","0.8","4.0","","320","","MZZ00Z","97","87","63","AZ*0","10.9","MZ"
"2008-07-04","31.9","23.4","15.3","MZ00","0.0","MZ","1.1","6.2","","160","","MZZ00Z","100","66","30","AZ00","29.6","MZ"
"2008-07-05","31.6","23.7","15.3","MZ00","0.0","MZ","1.2","7.3","","150","","MZZ00Z","88","65","42","AZ00","26.1","MZ"
"2008-07-06","25.1","20.2","16.5","MZ00","13.6","MZ","0.8","4.4","","310","","MZZ00Z","100","87","67","AZ0*","9.9","MZ"
"2008-07-07","27.0","20.9","14.2","MZ00","0.2","MY","0.9","6.4","","320","","MZZ00Z","100","84","62","AZ00","22.6","MZ"
"2008-07-08","31.3","21.3","11.8","MZ00","0.0","MZ","0.8","5.7","","350","","MZZ00Z","99","59","17","AZ00","29.0","MZ"
"2008-07-09","29.0","21.1","12.6","MZ00","0.0","MZ","1.2","7.1","","210","","MZZ00Z","92","66","42","AZ00","29.1","MZ"
"2008-07-10","31.4","23.0","14.1","MZ00","0.0","MZ","1.2","7.7","","230","","MZZ00Z","96","67","42","AZ00","28.2","MZ"
"2008-07-11","28.6","21.7","16.9","MZ00","2.0","MZ","0.6","7.2","","510","","MZZ00Z","100","82","51","AZ00","15.5","MZ"
"2008-07-12","27.0","19.8","17.5","MZ00","22.6","MZ","0.7","5.1","","520","","MZZ00Z","100","92","57","AZ0*","12.6","MZ"
"2008-07-13","24.6","19.0","15.8","MZ00","20.0","MZ","0.6","6.3","","610","","MZZ00Z","100","91","64","AZ00","12.8","MZ"
"2008-07-14","26.0","19.2","12.1","MZ00","0.2","MY","1.6","10.6","","310","","MZZ00Z","100","67","25","AZ00","22.2","MZ"
"2008-07-15","28.7","19.8","10.6","MZ00","0.0","MZ","1.1","5.6","","220","","MZZ00Z","96","64","34","AZ00","29.0","MZ"
"2008-07-16","29.2","21.9","12.7","MZ00","0.0","MZ","1.1","7.6","","320","","MZZ00Z","99","71","44","AZ00","27.7","MZ"
"2008-07-17","27.6","21.1","17.4","MZ00","0.0","MZ","0.5","3.6","","480","","MZZ00Z","98","80","49","AZ00","11.8","MZ"
"2008-07-18","30.0","22.4","16.7","MZ00","0.0","MZ","1.1","7.0","","370","","MZZ00Z","97","73","38","AZ00","24.1","MZ"
"2008-07-19","29.5","22.7","18.1","MZ00","0.0","MZ","1.3","7.8","","220","","MZZ00Z","92","67","44","AZ00","23.7","MZ"
"2008-07-20","28.6","21.1","15.7","MZ00","12.0","MZ","0.8","5.1","","310","","MZZ00Z","100","85","52","AZ00","15.4","MZ"
"2008-07-21","30.5","21.8","12.8","MZ00","0.0","MZ","1.6","9.6","NNE","140","560","MZZYYZ","100","47","13","AZ00","27.9","MZ"
"2008-07-22","29.0","21.6","12.4","MZ00","0.0","MZ","1.3","8.5","","210","","MZZ00Z","80","39","19","AZ00","28.3","MZ"
"2008-07-23","29.8","20.1","10.9","MZ00","0.0","MZ","1.0","6.6","","350","","MZZ00Z","89","58","27","AZ00","28.4","MZ"
"2008-07-24","29.7","20.9","11.1","MZ00","0.0","MZ","1.1","7.5","","210","","MZZ00Z","90","60","33","AZ00","27.8","MZ"
"2008-07-25","32.0","23.0","13.4","MZ00","0.0","MZ","1.0","7.0","","240","","MZZ00Z","97","67","40","AZ00","26.3","MZ"
"2008-07-26","32.2","22.9","17.4","MZ00","1.0","MZ","0.9","5.1","","250","","MZZ00Z","98","74","39","AZ00","13.0","MZ"
"2008-07-27","29.9","22.8","15.8","MZ00","0.0","MZ","0.6","3.2","","440","","MZZ00Z","96","73","45","AZ00","15.4","MZ"
"2008-07-28","33.6","24.2","18.8","MZ00","5.2","MZ","0.5","5.2","","590","","MZZ00Z","100","72","36","AZ00","17.1","MZ"
"2008-07-29","32.8","23.6","17.2","MZ00","0.0","MZ","0.8","6.5","","290","","MZZ00Z","100","78","44","AZ00","21.0","MZ"
"2008-07-30","33.7","23.7","17.8","MZ00","2.8","MZ","1.2","8.4","","200","","MZZ00Z","100","76","44","AZ00","20.4","MZ"
"2008-07-31","33.2","23.7","16.1","MZ00","0.0","MZ","0.8","5.1","","320","","MZZ00Z","100","73","39","AZ00","21.6","MZ"
"2008-08-01","32.4","22.3","17.8","MZ00","10.8","MZ","0.9","6.6","","260","","MZZ00Z","100","82","43","AZ00","14.3","MZ"
"2008-08-02","31.5","22.3","15.0","MZ00","0.2","MY","0.8","6.1","","300","","MZZ00Z","100","76","41","AZ00","23.8","MZ"
"2008-08-03","32.7","23.9","15.5","MZ00","0.0","MZ","1.1","7.2","","250","","MZZ00Z","97","71","39","AZ00","25.3","MZ"
"2008-08-04","30.7","23.9","17.9","MZ00","0.0","MZ","0.6","5.2","","590","","MZZ00Z","100","81","55","AZ00","15.2","MZ"
"2008-08-05","34.9","25.2","16.7","MZ00","0.0","MZ","1.0","6.0","","400","","MZZ00Z","100","72","38","AZ00","24.3","MZ"
"2008-08-06","32.3","23.6","16.7","MZ00","0.0","MZ","0.9","7.3","","400","","MZZ00Z","99","77","47","AZ00","16.1","MZ"
"2008-08-07","30.8","21.9","17.3","MZ00","16.4","MZ","0.9","11.1","","280","","MZZ00Z","100","84","43","AZ00","15.0","MZ"
"2008-08-08","31.8","23.2","15.2","MZ00","0.0","MZ","1.8","12.9","N","40","530","MZZYYZ","100","58","18","AZ00","24.6","MZ"
"2008-08-09","31.4","23.6","15.9","MZ0*","0.0","MZ","1.2","9.0","NNE","140","330","MZZYYZ","87","47","20","AZ00","24.7","MZ"
"2008-08-10","30.7","21.8","13.1","MZ00","0.0","MZ","1.0","7.6","","440","","MZZ00Z","98","69","38","AZ00","25.0","MZ"
"2008-08-11","27.5","20.7","15.6","MZ00","6.6","MZ","0.3","3.2","","800","","MZZ00Z","100","84","53","AZ00","8.8","MZ"
"2008-08-12","20.1","18.7","18.1","MZ00","16.0","MZ","0.3","2.5","","890","","MZZ00Z","100","99","93","AZ00","1.8","MZ"
"2008-08-13","29.1","21.7","17.1","MZ00","6.4","MZ","1.1","7.1","","200","","MZZ00Z","100","82","49","AZ00","21.0","MZ"
"2008-08-14","29.2","20.8","16.3","MZ00","17.4","MZ","0.8","5.2","","410","","MZZ00Z","100","87","55","AZ00","16.5","MZ"
"2008-08-15","25.1","17.0","13.7","MZ00","21.0","MZ","0.9","7.1","","320","","MZZ00Z","100","89","38","AZ00","6.4","MZ"
"2008-08-16","28.1","20.1","11.0","MZ00","0.2","MY","0.9","10.2","","480","","MZZ00Z","96","61","25","AZ00","21.5","MZ"
"2008-08-17","27.2","19.2","14.6","MZ00","0.0","MZ","0.6","3.1","","450","","MZZ00Z","100","76","39","AZ00","14.8","MZ"
"2008-08-18","28.0","20.1","12.4","MZ00","0.0","MZ","1.0","6.8","","270","","MZZ00Z","100","76","46","AZ00","25.6","MZ"
"2008-08-19","25.9","20.0","14.9","MZ00","6.2","MZ","0.5","2.9","","500","","MZZ00Z","100","83","53","AZ00","9.9","MZ"
"2008-08-20","29.8","22.0","16.1","MZ00","0.0","MZ","0.8","6.7","","300","","MZZ00Z","100","79","45","AZ00","22.8","MZ"
"2008-08-21","29.7","22.2","16.2","MZ00","0.0","MZ","0.6","4.1","","470","","MZZ00Z","100","79","51","AZ00","18.0","MZ"
"2008-08-22","21.6","19.0","15.4","MZ00","10.6","MZ","0.4","2.9","","650","","MZZ00Z","100","94","74","AZ00","3.4","MZ"
"2008-08-23","28.5","20.6","12.6","MZ00","0.2","MY","1.6","9.7","","290","","MZZ00Z","100","59","24","AZ00","20.6","MZ"
"2008-08-24","27.1","18.6","9.7","MZ00","0.0","MZ","0.8","5.3","","360","","MZZ00Z","95","67","34","AZ00","23.4","MZ"
"2008-08-25","28.1","20.1","14.7","MZ00","0.0","MZ","0.6","3.6","","550","","MZZ00Z","98","76","43","AZ00","17.8","MZ"
"2008-08-26","29.2","20.3","12.9","MZ00","0.0","MZ","0.8","5.7","","410","","MZZ00Z","100","77","43","AZ00","20.6","MZ"
"2008-08-27","29.1","21.1","14.0","MZ00","0.0","MZ","0.9","6.2","","420","","MZZ00Z","100","77","44","AZ00","21.7","MZ"
"2008-08-28","30.7","21.8","14.7","MZ00","0.0","MZ","0.8","5.4","","320","","MZZ00Z","100","78","44","AZ00","21.0","MZ"
"2008-08-29","31.1","22.6","15.2","MZ00","0.0","MZ","0.9","3.6","","170","","MZZ00Z","99","76","46","AZ00","19.8","MZ"
"2008-08-30","31.7","23.4","15.8","MZ00","0.0","MZ","0.8","7.3","","410","","MZZ00Z","98","75","47","AZ00","20.6","MZ"
"2008-08-31","27.6","22.5","17.7","MZ00","0.4","MZ","0.6","8.8","","850","","MZZ00Z","99","79","55","AZ00","7.9","MZ"
"2008-09-01","28.8","19.8","15.9","MZ00","0.0","MZ","0.7","3.5","","350","","MZZ00Z","100","84","48","AZ00","10.1","MZ"
"2008-09-02","27.8","20.9","15.6","MZ00","0.0","MZ","0.7","8.3","","650","","MZZ00Z","100","81","52","AZ00","17.0","MZ"
"2008-09-03","26.7","20.4","16.8","MZ00","0.0","MZ","0.6","4.6","","640","","MZZ00Z","100","88","60","AZ00","11.6","MZ"
"2008-09-04","21.4","19.4","17.5","MZ00","10.0","MZ","0.3","2.6","","750","","MZZ00Z","100","94","81","AZ00","4.3","MZ"
"2008-09-05","24.8","20.2","16.8","MZ00","8.6","MZ","0.6","3.6","","540","","MZZ00Z","100","89","64","AZ00","11.9","MZ"
"2008-09-06","24.9","20.0","17.1","MZ00","78.2","MZ","0.5","3.4","","510","","MZZ00Z","100","96","73","AZ00","5.6","MZ"
"2008-09-07","26.8","18.1","13.9","MZ00","18.8","MZ","0.6","6.3","","530","","MZZ00Z","100","92","56","AZ0*","12.8","MZ"
"2008-09-08","27.3","17.9","11.3","MZ00","0.2","MY","1.0","4.4","","170","","MZZ00Z","100","80","41","AZ00","19.7","MZ"
"2008-09-09","28.3","18.9","11.6","MZ00","0.0","MZ","0.7","3.8","","340","","MZZ00Z","100","80","42","AZ00","18.6","MZ"
"2008-09-10","28.5","19.9","14.2","MZ00","0.0","MZ","0.5","4.5","","500","","MZZ00Z","100","85","50","AZ0*","13.0","MZ"
"2008-09-11","28.9","20.4","15.2","MZ00","1.0","MZ","0.6","4.2","","530","","MZZ00Z","100","87","47","AZ00","12.2","MZ"
"2008-09-12","27.8","21.3","17.2","MZ00","5.0","MZ","0.7","6.2","","510","","MZZ00Z","100","87","56","AZ00","16.2","MZ"
"2008-09-13","18.8","16.2","13.8","MZ00","48.4","MZ","1.1","9.0","","240","","MZZ00Z","100","93","67","AZ00","3.3","MZ"
"2008-09-14","19.8","14.7","10.8","MZ00","2.6","MZ","0.6","5.2","","550","","MZZ00Z","100","93","70","AZ00","8.7","MZ"
"2008-09-15","22.8","14.4","8.2","MZ00","0.0","MZ","1.1","8.3","","290","","MZZ00Z","100","74","21","AZ00","19.1","MZ"
"2008-09-16","23.7","13.4","6.1","MZ00","0.0","MZ","0.7","4.0","","280","","MZZ00Z","100","76","31","AZ00","18.8","MZ"
"2008-09-17","21.8","13.7","6.0","MZ00","0.0","MZ","0.6","4.4","","500","","MZZ00Z","100","80","46","AZ00","16.9","MZ"
"2008-09-18","23.0","15.9","9.9","MZ00","0.0","MZ","0.4","3.9","","820","","MZZ00Z","100","84","54","AZ00","13.9","MZ"
"2008-09-19","23.9","17.1","12.4","MZ00","2.2","MZ","0.8","5.1","","390","","MZZ00Z","100","85","55","AZ00","16.0","MZ"
"2008-09-20","22.6","15.4","8.8","MZ00","0.0","MZ","0.9","7.0","","380","","MZZ00Z","100","82","55","AZ00","17.2","MZ"
"2008-09-21","21.0","16.1","12.5","MZ00","0.0","MZ","0.9","7.1","","520","","MZZ00Z","99","78","52","AZ00","14.0","MZ"
"2008-09-22","21.3","14.8","10.5","MZ00","0.0","MZ","0.7","6.5","","600","","MZZ00Z","98","73","36","AZ00","17.3","MZ"
"2008-09-23","19.8","12.5","7.1","MZ00","0.8","MZ","0.5","4.6","","670","","MZZ00Z","100","83","45","AZ00","12.8","MZ"
"2008-09-24","20.9","12.1","5.6","MZ00","0.0","MZ","0.6","5.5","","580","","MZZ00Z","100","82","44","AZ00","16.8","MZ"
"2008-09-25","22.6","13.4","8.7","MZ00","0.0","MZ","0.6","4.5","","420","","MZZ00Z","100","83","47","AZ00","12.0","MZ"
