"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe","Radiazione globale (MJ/m²)","Radiazione classe"
"1993-02-07","15.1","5.4","-0.2","M000","0.0","MZ","1.2","3.8","N","90","350","M00000","95","66","23","M000","6.1","M0"
"1993-02-08","12.7","4.1","-1.1","M000","0.0","MZ","1.4","4.0","N","80","590","M00000","99","81","46","M000","7.1","M0"
"1993-02-09","11.0","2.9","-2.4","M000","0.0","MZ","1.2","3.9","N","180","510","M00000","100","88","54","M000","6.9","M0"
"1993-02-10","11.0","2.8","-2.4","M000","0.0","MZ","1.2","3.1","N","90","620","M00000","100","84","46","M000","6.8","M0"
"1993-02-11","12.5","2.8","-3.4","M000","0.0","MZ","1.3","5.1","N","190","380","M00000","100","80","33","M000","8.2","M0"
"1993-02-12","12.8","3.3","-1.9","M000","0.0","MZ","1.3","4.9","N","120","610","M00000","97","73","27","M000","7.8","M0"
"1993-02-13","14.1","3.8","-2.7","M000","0.0","MZ","1.6","3.8","N","40","700","M00000","96","66","21","M000","8.8","M0"
"1993-02-14","14.7","4.0","-2.7","M000","0.0","MZ","1.5","5.6","N","40","520","M00000","88","57","15","M000","9.3","M0"
"1993-02-15","7.0","2.1","-3.9","M000","0.0","MZ","1.6","9.4","SSW","230","240","M00000","92","77","54","M000","8.0","M0"
"1993-02-16","7.5","3.8","1.2","M000","0.0","MZ","1.8","8.4","SSW","250","460","M00000","93","70","40","M000","7.9","M0"
"1993-02-17","8.7","3.0","-1.7","M000","0.0","MZ","0.9","4.2","SSW","290","180","M00000","95","67","35","M000","6.4","M0"
"1993-02-18","13.3","2.7","-4.0","M000","0.0","MZ","1.2","4.2","N","170","410","M00000","100","73","24","M000","9.3","M0"
"1993-02-19","15.3","4.5","-3.0","M000","0.0","MZ","3.3","18.5","NNE","70","400","M00000","97","58","8","M000","8.6","M0"
"1993-02-20","13.7","8.4","2.0","M000","0.0","MZ","6.5","19.9","NNE","10","990","M00000","51","20","9","M000","10.7","M0"
"1993-02-21","8.8","4.1","1.1","M000","0.0","MZ","4.6","13.9","N","0","600","M00000","100","56","22","M000","4.3","M0"
"1993-02-22","4.6","2.5","0.8","M000","0.0","MZ","4.9","13.2","N","0","670","M00000","86","41","11","M000","4.6","M0"
"1993-02-23","4.0","0.9","-2.7","M000","0.0","MZ","4.8","15.1","NNE","0","1050","M00000","27","13","4","M000","10.9","M0"
"1993-02-24","5.8","-1.7","-7.1","M000","0.0","MZ","1.3","3.8","N","70","370","M00000","65","30","4","M000","8.8","M0"
"1993-02-25","9.2","0.5","-5.5","M000","0.0","MZ","1.7","7.0","N","80","530","M00000","79","46","10","M000","10.7","M0"
"1993-02-26","8.8","2.2","-5.7","M000","0.0","MZ","2.1","8.6","S","120","280","M00000","86","53","16","M000","9.7","M0"
"1993-02-27","8.1","3.5","0.6","M000","0.0","MZ","1.0","4.6","N","300","220","M00000","98","73","36","M000","7.7","M0"
"1993-02-28","2.6","0.4","-0.4","M000","36.4","MZ","","","","","","M00000","100","99","87","M000","1.2","M0"
"1993-03-01","2.1","0.8","-0.3","M000","43.0","MZ","","","","","","M00000","100","100","100","M000","0.4","M0"
"1993-03-02","2.5","1.4","0.6","M000","3.2","MZ","0.3","3.7","N","1030","180","M00000","100","100","100","M000","2.0","M0"
"1993-03-03","6.8","2.2","0.0","M000","0.4","MZ","0.3","3.4","N","990","230","M00000","100","97","77","M000","6.2","M0"
"1993-03-04","12.4","4.8","-1.5","M000","0.0","MZ","2.4","13.1","NNE","510","500","M00000","100","51","11","M000","13.4","M0"
"1993-03-05","10.7","2.5","-3.7","M000","0.0","MZ","1.3","8.4","N","200","200","M00000","92","54","15","M000","13.6","M0"
"1993-03-06","16.5","4.6","-3.8","M000","0.0","MZ","1.8","10.0","N","110","320","M00000","97","62","13","M000","13.8","M0"
"1993-03-07","18.4","7.4","-0.7","M000","0.0","MZ","3.2","12.6","NNE","40","460","M00000","97","62","7","M000","14.6","M0"
"1993-03-08","9.7","4.0","-0.5","M000","0.0","MZ","1.1","5.2","N","180","280","M00000","95","72","31","M000","8.3","M0"
"1993-03-09","11.9","3.6","-3.0","M000","0.0","MZ","1.7","7.9","N","70","540","M00000","94","63","22","M000","13.9","M0"
"1993-03-10","14.2","5.0","-2.6","M000","0.0","MZ","1.8","7.6","N","60","430","M00000","96","63","22","M000","14.0","M0"
"1993-03-11","15.7","6.3","-0.9","M000","0.0","MZ","1.8","7.1","N","30","470","M00000","91","60","20","M000","14.4","M0"
"1993-03-12","14.4","6.9","1.2","M000","0.0","MZ","1.8","7.9","N","260","240","M00000","93","67","32","M000","12.4","M0"
"1993-03-13","14.7","8.4","3.4","M000","0.0","MZ","1.1","6.6","SSW","530","150","M00000","94","63","25","M000","10.3","M0"
"1993-03-14","16.2","7.9","1.2","M000","0.0","MZ","1.9","7.8","NNE","70","330","M00000","98","65","23","M000","13.7","M0"
"1993-03-15","16.4","7.9","1.0","M000","0.0","MZ","1.9","8.9","N","40","330","M00000","95","67","27","M000","13.9","M0"
"1993-03-16","19.6","9.5","1.6","M000","0.0","MZ","1.8","7.0","N","70","260","M00000","95","61","18","M000","14.6","M0"
"1993-03-17","22.3","14.0","5.3","M000","0.0","MZ","3.1","13.4","NNE","40","560","M00000","82","46","15","M000","13.1","M0"
"1993-03-18","25.5","15.4","7.8","M000","0.0","MZ","2.2","9.8","N","10","350","M00000","80","50","15","M000","15.6","M0"
"1993-03-19","26.6","15.1","7.4","M000","0.0","MZ","1.8","7.7","N","30","510","M00000","84","42","","M000","11.5","M0"
"1993-03-20","23.9","14.4","7.4","M000","0.0","MZ","2.1","7.1","N","0","510","M00000","77","44","11","M000","13.3","M0"
"1993-03-21","16.5","11.6","7.3","M000","0.0","MZ","1.1","3.5","N","180","460","M00000","85","63","28","M000","4.2","M0"
"1993-03-22","10.5","9.8","9.1","M000","2.2","MZ","0.7","2.7","N","290","250","M00000","100","96","81","M000","1.1","M0"
"1993-03-23","16.8","12.2","8.2","M000","2.0","MZ","1.8","8.3","SSW","150","350","M00000","100","85","56","M000","9.8","M0"
"1993-03-24","10.8","9.8","8.2","M000","4.6","MZ","1.0","4.0","SSW","300","390","M00000","100","97","72","M000","2.7","M0"
"1993-03-25","12.1","9.0","5.4","M000","0.0","MZ","5.4","14.7","NNE","0","1090","M00000","72","23","10","M000","11.2","M0"
"1993-03-26","10.4","6.9","3.2","M000","0.0","MZ","5.1","13.7","NNE","0","1000","M00000","34","17","6","M000","17.9","M0"
"1993-03-27","11.5","6.6","1.6","M000","0.0","MZ","5.1","15.1","NNE","0","730","M00000","31","13","3","M000","19.1","M0"
"1993-03-28","13.2","5.1","-2.8","M000","0.0","MZ","1.9","9.3","SSW","60","290","M00000","71","25","3","M000","18.8","M0"
"1993-03-29","13.8","4.9","-2.9","M000","0.0","MZ","2.0","8.8","N","70","290","M00000","68","28","3","M000","19.0","M0"
"1993-03-30","14.0","5.7","-2.3","M000","0.0","MZ","2.2","9.9","SSW","90","370","M00000","76","40","9","M000","18.4","M0"
"1993-03-31","16.4","7.6","-0.8","M000","0.0","MZ","1.8","8.6","N","100","340","M00000","87","53","20","M000","17.1","M0"
"1993-04-01","16.1","9.1","1.6","M000","0.2","MZ","2.5","10.1","SSW","70","420","M00000","95","67","35","M000","14.5","M0"
"1993-04-02","14.6","9.1","5.7","M000","14.4","MZ","1.3","8.5","N","300","210","M00000","100","86","46","M000","8.1","M0"
"1993-04-03","14.8","8.9","3.1","M000","4.8","MZ","3.1","11.5","SSW","60","610","M00000","100","79","34","M000","17.7","M0"
"1993-04-04","10.0","7.9","6.4","M000","2.4","MZ","1.4","11.5","NNE","730","190","M00000","100","76","16","M000","3.9","M0"
"1993-04-05","17.4","11.0","2.7","M000","0.0","MZ","2.7","12.8","SSW","20","260","M00000","70","28","7","M000","19.4","M0"
"1993-04-06","18.1","12.3","6.9","M000","0.2","MZ","2.8","14.7","NNE","10","580","M00000","85","53","22","M000","13.3","M0"
"1993-04-07","14.8","11.5","8.1","M000","1.6","MZ","3.8","14.0","NNE","0","780","M00000","95","71","47","M000","9.9","M0"
"1993-04-08","21.8","13.7","5.3","M000","0.0","MZ","1.9","9.1","SSW","60","290","M00000","97","64","27","M000","21.1","M0"
"1993-04-09","16.3","12.5","10.1","M000","0.0","MZ","1.9","8.2","S","60","530","M00000","91","66","33","M000","8.7","M0"
"1993-04-10","11.3","9.2","7.5","M000","4.4","MZ","1.5","5.8","SSW","20","640","M00000","97","90","81","M000","4.7","M0"
"1993-04-11","13.8","10.0","7.6","M000","1.8","MZ","1.5","6.8","SSW","250","560","M00000","100","86","63","M000","9.9","M0"
"1993-04-12","13.7","9.1","5.4","M000","6.6","MZ","1.3","8.9","SSW","650","250","M00000","100","77","40","M000","10.8","M0"
"1993-04-13","11.4","8.0","5.2","M000","3.0","MZ","1.6","8.6","SSW","160","480","M00000","100","88","65","M000","10.6","M0"
"1993-04-14","16.2","10.0","3.6","M000","0.0","MZ","1.8","8.1","SSW","120","390","M00000","100","70","29","M000","17.8","M0"
"1993-04-15","19.9","11.9","3.7","M000","0.0","MZ","2.5","9.9","N","30","390","M00000","98","61","8","M000","21.5","M0"
"1993-04-16","20.4","12.7","4.6","M000","0.0","MZ","3.1","13.1","NNE","20","610","M00000","98","44","10","M000","20.5","M0"
"1993-04-17","20.0","12.6","3.8","M000","0.0","MZ","2.4","10.1","NNE","70","540","M00000","82","38","8","M000","22.4","M0"
"1993-04-18","22.8","13.6","5.7","M000","0.0","MZ","1.7","7.6","SSW","60","290","M00000","82","49","14","M000","22.2","M0"
"1993-04-19","22.1","13.9","8.0","M000","0.0","MZ","1.4","5.0","SSW","110","320","M00000","93","58","23","M000","13.9","M0"
"1993-04-20","22.6","14.4","5.3","M000","0.0","MZ","2.3","10.9","SSW","110","400","M00000","98","69","33","M000","21.1","M0"
"1993-04-21","22.2","15.5","10.7","M000","0.2","MZ","1.4","8.1","SSW","540","260","M00000","100","72","25","M000","16.7","M0"
"1993-04-22","23.1","16.1","11.2","M000","0.0","MZ","1.0","5.0","SSW","410","310","M00000","99","59","17","M000","13.3","M0"
"1993-04-23","24.2","16.0","9.2","M000","0.0","MZ","2.0","10.3","N","30","260","M00000","88","42","3","M000","18.7","M0"
"1993-04-24","21.9","15.0","8.2","M000","0.8","MZ","2.0","12.3","S","30","310","M00000","84","43","13","M000","15.6","M0"
"1993-04-25","10.8","6.7","4.2","M000","88.0","MZ","1.1","4.7","N","100","640","M00000","100","99","83","M000","2.5","M0"
"1993-04-26","8.4","7.0","5.5","M000","67.2","MZ","1.2","3.8","N","240","650","M00000","100","100","100","M000","1.9","M0"
"1993-04-27","22.4","13.4","7.7","M000","0.0","MZ","1.3","3.4","N","10","370","M00000","100","79","24","M000","9.6","M0"
"1993-04-28","12.5","10.8","8.7","M000","42.6","MZ","0.9","3.8","N","320","260","M00000","100","98","84","M000","2.0","M0"
"1993-04-29","15.5","11.5","8.0","M000","6.0","MZ","1.3","5.6","N","100","390","M00000","100","93","77","M000","7.4","M0"
"1993-04-30","16.0","11.9","10.0","M000","6.2","MZ","1.1","4.3","N","160","340","M00000","100","93","65","M000","7.9","M0"
"1993-05-01","15.2","12.0","9.7","M000","2.0","MZ","1.4","6.9","N","60","300","M00000","100","88","68","M000","9.4","M0"
"1993-05-02","22.3","14.2","7.6","M000","0.0","MZ","1.8","8.4","SSW","10","320","M00000","100","71","20","M000","20.7","M0"
"1993-05-03","23.2","15.3","7.5","M000","0.0","MZ","2.1","11.2","SSW","90","410","M00000","100","70","30","M000","23.4","M0"
"1993-05-04","24.1","16.0","10.8","M000","0.0","MZ","1.4","9.0","N","110","250","M00000","96","63","24","M000","15.4","M0"
"1993-05-05","25.3","16.9","8.0","M000","0.0","MZ","2.2","8.7","N","0","260","M00000","96","57","19","M000","26.2","M0"
"1993-05-06","13.8","11.8","10.2","M000","26.2","MZ","0.9","4.4","SSW","260","380","M00000","100","96","82","M000","4.2","M0"
"1993-05-07","19.8","13.4","9.8","M000","4.0","MZ","1.4","5.3","N","40","660","M00000","100","85","45","M000","12.5","M0"
"1993-05-08","21.9","14.8","11.2","M000","0.6","MZ","1.1","6.1","NNE","130","240","M00000","100","78","28","M000","14.7","M0"
"1993-05-09","22.9","15.1","11.3","M000","0.4","MZ","1.2","5.0","NNE","120","300","M00000","100","78","30","M000","13.7","M0"
"1993-05-10","23.5","16.1","12.0","M000","0.4","MZ","1.3","4.1","N","60","390","M00000","96","74","15","M000","12.8","M0"
"1993-05-11","14.6","12.8","11.8","M000","22.4","MZ","0.6","3.3","N","480","180","M00000","99","93","79","M000","3.7","M0"
"1993-05-12","13.0","11.8","10.6","M000","19.8","MZ","0.5","2.6","N","680","290","M00000","100","94","86","M000","4.0","M0"
"1993-05-13","18.2","13.3","10.4","M000","0.8","MZ","0.9","3.8","N","300","290","M00000","99","84","56","M000","10.3","M0"
"1993-05-14","23.7","16.0","10.9","M000","4.0","MZ","1.3","4.4","N","50","370","M00000","99","71","33","M000","19.7","M0"
"1993-05-15","24.1","17.0","10.7","M000","0.4","MZ","1.9","9.3","SSW","50","370","M*****","93","66","39","M000","24.1","M0"
"1993-05-16","24.7","17.6","9.8","M000","0.0","MZ","2.1","8.6","SSW","0","340","M00000","92","62","32","M000","28.6","M0"
"1993-05-17","20.6","16.0","13.4","M000","0.0","MZ","0.9","3.6","NNE","110","240","M00000","88","77","52","M000","7.3","M0"
"1993-05-18","20.1","15.8","13.2","M000","2.2","MZ","1.1","6.3","N","120","330","M00000","97","78","58","M000","7.1","M0"
"1993-05-19","19.2","15.4","12.5","M000","1.6","MZ","0.9","6.1","N","370","260","M00000","98","85","63","M000","7.6","M0"
"1993-05-20","15.2","13.5","12.1","M000","51.6","MZ","0.6","3.9","N","610","200","M00000","100","95","85","M000","4.1","M0"
"1993-05-21","16.5","11.5","7.3","M000","13.8","MZ","1.2","6.6","N","300","360","M00000","99","86","55","M000","7.4","M0"
"1993-05-22","22.6","14.5","5.2","M000","0.0","MZ","2.2","8.7","N","30","290","M00000","94","65","35","M000","29.0","M0"
"1993-05-23","24.8","17.4","8.8","M000","0.0","MZ","2.2","9.7","SSW","0","340","M00000","95","67","42","M000","27.9","M0"
"1993-05-24","26.9","19.1","11.9","M000","0.0","MZ","1.6","6.9","SSW","10","300","M00000","94","69","39","M000","23.6","M0"
"1993-05-25","28.9","20.8","12.6","M000","0.0","MZ","1.5","6.0","N","20","230","M00000","93","68","42","M000","24.4","M0"
"1993-05-26","28.2","21.7","14.8","M000","0.2","MZ","1.8","7.5","N","20","320","M00000","91","69","45","M000","19.8","M0"
"1993-05-27","19.5","16.8","14.5","M000","1.6","MZ","1.1","5.3","N","110","380","M00000","100","90","71","M000","5.7","M0"
"1993-05-28","23.4","17.5","11.7","M000","2.6","MZ","1.6","7.8","SSW","100","290","M00000","100","73","46","M000","22.5","M0"
"1993-05-29","25.2","18.1","10.3","M000","0.0","MZ","1.8","8.4","SSW","70","240","M00000","86","62","34","M000","20.8","M0"
"1993-05-30","23.6","18.3","13.9","M000","0.0","MZ","1.3","7.3","NNE","60","250","M00000","90","74","50","M000","10.6","M0"
"1993-05-31","28.5","20.4","11.7","M000","0.0","MZ","1.8","6.2","N","10","360","M*****","95","56","21","M000","29.5","M0"
"1993-06-01","25.1","19.3","13.5","M000","0.2","MZ","1.2","4.8","N","60","290","M*****","92","64","43","M000","14.5","M0"
"1993-06-02","21.7","15.8","10.4","M000","14.2","MZ","1.1","6.2","NNW","70","260","M00000","99","90","66","M000","7.6","M0"
"1993-06-03","24.4","17.9","12.3","M000","0.2","MZ","3.5","14.8","NNE","60","720","M*****","78","51","25","M000","29.0","M*"
"1993-06-04","29.8","20.7","10.1","M000","0.0","MZ","1.8","6.6","N","0","300","M00000","82","48","20","M000","29.9","M0"
"1993-06-05","29.4","21.1","12.5","M000","0.0","MZ","1.7","7.5","N","30","340","M00000","89","59","33","M000","27.6","M0"
"1993-06-06","31.6","22.9","15.3","M000","0.0","MZ","1.4","5.7","N","20","310","M00000","88","61","32","M000","26.7","M0"
"1993-06-07","31.2","23.8","16.4","M000","0.0","MZ","2.0","8.2","N","0","390","M00000","84","60","39","M000","28.0","M0"
"1993-06-08","31.5","24.2","","M000","0.0","MZ","1.7","8.3","N","20","360","M*****","83","61","35","M000","26.4","M*"
"1993-06-09","29.1","21.6","17.0","M000","28.6","MZ","1.5","9.4","SSW","40","230","M00000","99","73","44","M000","17.5","M0"
"1993-06-10","18.1","16.6","15.1","M000","27.6","MZ","0.8","4.8","N","390","220","M00000","100","96","86","M000","2.8","M0"
"1993-06-11","20.8","16.0","12.5","M000","39.6","MZ","1.1","10.9","N","500","160","M*****","100","89","66","M000","5.8","M*"
"1993-06-12","24.1","18.2","10.1","M000","0.0","MZ","2.1","8.5","N","20","420","M00000","98","50","21","M000","28.4","M0"
"1993-06-13","22.8","16.5","10.2","M000","0.0","MZ","1.8","8.1","SSW","40","400","M00000","87","57","32","M000","22.8","M0"
"1993-06-14","26.3","18.8","9.7","M000","0.0","MZ","2.1","7.6","SSW","20","420","M00000","88","58","31","M000","30.5","M0"
"1993-06-15","26.0","19.7","13.8","M000","0.0","MZ","1.6","6.9","SSW","110","430","M00000","94","68","43","M000","24.0","M0"
"1993-06-16","28.7","21.2","12.4","M000","0.0","MZ","2.3","8.8","SSW","20","290","M*****","87","57","29","M000","30.1","M*"
"1993-06-17","27.1","21.4","14.8","M000","0.0","MZ","3.1","15.6","NNE","0","560","M00000","91","53","25","M000","20.5","M0"
"1993-06-18","26.6","20.5","12.8","M000","0.0","MZ","1.9","7.7","SSW","130","460","M00000","86","57","35","M000","28.3","M0"
"1993-06-19","28.3","22.6","16.9","M000","0.0","MZ","1.8","8.0","SSW","120","560","M00000","89","65","42","M000","26.0","M0"
"1993-06-20","25.7","20.9","15.9","M000","12.0","MZ","1.1","9.8","SSW","150","310","M00000","97","78","57","M000","14.9","M0"
"1993-06-21","25.5","19.5","15.5","M000","4.2","MZ","1.6","5.7","SSW","30","350","M00000","97","81","50","M000","17.3","M0"
"1993-06-22","21.0","17.6","14.8","M000","12.8","MZ","0.9","3.8","N","280","290","M00000","100","88","65","M000","6.3","M0"
"1993-06-23","23.8","18.7","14.5","M000","6.0","MZ","1.0","5.1","SSW","260","270","M00000","100","88","62","M000","14.4","M0"
"1993-06-24","28.0","20.9","13.1","M000","0.2","MZ","2.7","11.5","NNE","80","560","M00000","100","55","21","M000","30.3","M0"
"1993-06-25","25.5","19.2","11.7","M000","0.0","MZ","1.9","10.1","SSW","280","430","M00000","90","64","39","M000","28.2","M0"
"1993-06-26","29.1","20.8","12.2","M000","0.0","MZ","1.4","5.9","SSW","170","290","M00000","90","59","26","M000","28.3","M0"
"1993-06-27","29.3","22.0","13.1","M000","0.0","MZ","1.9","8.0","SSW","0","430","M00000","87","61","42","M000","29.5","M0"
"1993-06-28","30.5","23.0","14.4","M000","0.0","MZ","2.1","8.0","N","20","400","M00000","92","63","42","M000","29.3","M0"
"1993-06-29","19.7","17.3","15.1","M000","4.0","MZ","1.2","7.4","N","120","280","M00000","99","89","76","M000","2.4","M0"
"1993-06-30","25.7","20.1","14.8","M000","0.0","MZ","1.8","8.4","SSW","100","480","M00000","100","79","54","M000","26.0","M0"
"1993-07-01","25.0","19.7","15.9","M000","6.2","MZ","1.5","7.4","N","40","430","M*****","98","81","54","M000","14.3","M*"
"1993-07-02","24.9","19.0","15.4","M000","7.6","MZ","1.3","5.1","N","70","310","M00000","100","83","51","M000","13.3","M0"
"1993-07-03","28.9","21.3","13.9","M000","0.0","MZ","1.6","7.8","N","20","300","M*****","99","70","38","M000","28.8","M0"
"1993-07-04","30.2","23.1","15.4","M000","0.0","MZ","1.7","7.0","N","20","320","M00000","94","68","42","M000","25.3","M0"
"1993-07-05","28.8","22.4","17.9","M000","1.2","MZ","1.3","6.7","N","20","340","M00000","91","76","48","M000","14.3","M0"
"1993-07-06","29.0","23.8","15.6","M000","0.0","MZ","4.6","13.4","NNE","30","860","M00000","90","36","17","M000","28.6","M0"
"1993-07-07","26.5","19.4","10.8","M000","0.0","MZ","1.8","9.5","SSW","160","410","M00000","84","55","32","M000","29.6","M0"
"1993-07-08","26.2","20.4","13.3","M000","0.0","MZ","2.1","9.8","SSW","10","380","M00000","86","62","43","M000","27.3","M0"
"1993-07-09","26.6","21.4","17.2","M000","0.6","MZ","1.8","8.4","SSW","80","320","M00000","96","68","43","M000","20.0","M0"
"1993-07-10","19.7","16.9","12.7","M000","82.8","MZ","1.2","8.7","SSW","70","370","M00000","100","95","80","M000","4.0","M0"
"1993-07-11","22.4","17.3","10.3","M000","4.0","MZ","4.1","12.0","NNE","10","850","M00000","99","49","25","M000","28.7","M0"
"1993-07-12","23.0","17.0","8.9","M000","0.0","MZ","3.6","14.3","NNE","0","650","M00000","89","42","18","M000","29.1","M0"
"1993-07-13","25.1","17.2","8.7","M000","0.0","MZ","2.1","9.4","NNE","10","410","M00000","82","45","17","M000","29.9","M0"
"1993-07-14","24.2","18.3","11.3","M000","0.0","MZ","1.4","6.9","SSW","90","310","M00000","83","57","30","M000","21.5","M0"
"1993-07-15","26.1","20.6","14.4","M000","0.0","MZ","1.7","7.3","SSW","50","470","M00000","93","70","47","M000","23.5","M0"
"1993-07-16","26.5","21.7","17.8","M000","0.0","MZ","1.5","7.9","SSW","230","460","M00000","91","75","54","M000","19.1","M0"
"1993-07-17","28.2","23.1","18.7","M000","0.0","MZ","1.4","7.3","SSW","50","280","M00000","94","77","56","M000","17.1","M0"
"1993-07-18","28.6","22.7","19.0","M000","0.4","MZ","1.5","8.7","SSW","50","360","M00000","100","80","58","M000","16.0","M0"
"1993-07-19","25.0","19.7","15.9","M000","0.2","MZ","1.4","8.7","SSW","70","250","M00000","100","87","67","M000","11.5","M0"
"1993-07-20","26.3","18.5","13.0","M000","0.0","MZ","1.7","10.1","N","70","400","M00000","95","70","38","M000","20.5","M0"
"1993-07-21","27.0","19.5","10.3","M000","0.0","MZ","2.0","9.7","NNE","80","340","M00000","94","51","26","M000","21.7","M0"
"1993-07-22","27.0","19.7","10.4","M000","0.0","MZ","2.7","10.9","NNE","50","590","M*****","86","43","18","M000","28.1","M*"
"1993-07-23","27.3","19.5","10.5","M000","0.0","MZ","1.9","7.9","SSW","10","420","M00000","81","52","27","M000","27.9","M0"
"1993-07-24","28.5","21.1","12.7","M000","0.0","MZ","1.9","9.0","SSW","40","360","M00000","88","60","38","M000","25.8","M0"
"1993-07-25","24.5","18.9","16.0","M000","1.6","MZ","1.2","6.8","S","60","270","M00000","100","85","54","M000","8.5","M0"
"1993-07-26","30.3","21.0","12.9","M000","0.0","MZ","1.5","6.6","N","20","380","M00000","97","58","13","M000","26.8","M0"
"1993-07-27","26.3","20.6","14.8","M000","0.0","MZ","2.1","9.3","N","10","320","M00000","86","63","43","M000","25.6","M0"
"1993-07-28","31.0","23.1","14.8","M000","0.0","MZ","1.7","6.9","SSW","20","350","M00000","94","68","42","M000","26.4","M0"
"1993-07-29","31.1","23.7","15.3","M000","0.0","MZ","1.8","7.7","SSW","30","360","M00000","92","67","40","M000","25.5","M0"
"1993-07-30","31.3","24.0","19.7","M000","0.8","MZ","1.6","7.9","N","80","290","M00000","98","77","47","M000","18.0","M0"
"1993-07-31","30.3","23.3","15.6","M000","2.0","MZ","2.0","9.0","N","80","360","M00000","100","63","24","M000","20.5","M0"
"1993-08-01","29.2","21.3","14.0","M000","0.0","MZ","1.7","6.1","S","60","360","M00000","90","59","25","M000","21.9","M0"
"1993-08-02","31.0","23.4","17.2","M000","0.0","MZ","1.6","7.0","SSW","40","390","M00000","92","68","41","M000","22.9","M0"
"1993-08-03","32.1","23.4","16.3","M000","0.0","MZ","1.8","7.6","N","30","390","M00000","91","66","33","M000","20.3","M0"
"1993-08-04","31.2","22.5","17.2","M000","0.4","MZ","1.9","13.3","N","30","460","M00000","87","66","35","M000","18.6","M0"
"1993-08-05","32.2","23.4","15.8","M000","0.0","MZ","1.7","5.3","N","0","380","M00000","87","64","32","M000","19.8","M0"
"1993-08-06","34.2","24.6","16.9","M000","0.0","MZ","1.8","6.0","N","40","420","M00000","80","55","28","M000","23.2","M0"
"1993-08-07","30.3","22.9","16.5","M000","3.0","MZ","2.1","9.4","SSW","40","290","M00000","97","63","39","M000","21.1","M0"
"1993-08-08","29.6","21.7","15.8","M000","0.6","MZ","1.5","10.0","SSW","240","310","M00000","100","75","45","M000","18.5","M0"
"1993-08-09","30.4","21.7","14.1","M000","0.0","MZ","1.7","7.3","SSW","110","440","M00000","100","65","31","M000","24.4","M0"
"1993-08-10","27.6","21.1","15.6","M000","0.0","MZ","1.5","6.4","SSW","60","350","M00000","86","67","49","M000","15.8","M0"
"1993-08-11","29.3","21.5","13.3","M000","0.0","MZ","2.1","8.6","SSW","100","350","M00000","83","55","28","M000","24.6","M0"
"1993-08-12","28.2","21.3","15.8","M000","0.0","MZ","1.7","7.7","S","110","280","M*****","89","69","45","M000","18.9","M*"
"1993-08-13","31.3","22.9","15.7","M000","0.0","MZ","1.6","7.4","N","60","370","M00000","93","67","41","M000","20.6","M0"
"1993-08-14","28.0","22.1","18.6","M000","4.0","MZ","1.2","4.9","N","120","330","M00000","96","77","49","M000","11.8","M0"
"1993-08-15","29.0","21.1","16.8","M000","0.0","MZ","1.3","7.3","N","180","220","M00000","95","76","41","M000","13.2","M0"
"1993-08-16","32.7","22.8","14.6","M000","0.0","MZ","1.8","6.4","N","10","430","M00000","93","62","28","M000","21.9","M0"
"1993-08-17","33.4","24.1","16.4","M000","0.0","MZ","1.8","6.9","N","0","440","M00000","88","59","32","M000","22.6","M0"
"1993-08-18","32.1","24.2","15.4","M000","0.0","MZ","1.8","9.0","SSW","90","400","M00000","92","61","36","M000","22.3","M0"
"1993-08-19","31.2","23.3","16.1","M000","0.0","MZ","1.5","6.2","N","30","380","M00000","81","61","36","M000","18.5","M0"
"1993-08-20","31.8","23.6","15.6","M000","0.0","MZ","1.8","8.2","N","20","370","M00000","89","63","40","M000","21.8","M0"
"1993-08-21","31.6","24.5","16.7","M000","0.0","MZ","1.8","8.7","SSW","150","340","M00000","90","66","43","M000","20.7","M0"
"1993-08-22","28.2","23.4","20.6","M000","1.6","MZ","1.1","3.9","N","150","240","M00000","100","79","52","M000","8.2","M0"
"1993-08-23","26.8","21.7","19.5","M000","11.2","MZ","1.1","6.2","N","300","240","M00000","100","91","62","M000","12.2","M0"
"1993-08-24","23.7","20.1","18.4","M000","9.6","MZ","1.0","4.2","N","230","270","M00000","100","90","65","M000","7.9","M0"
"1993-08-25","26.5","20.9","17.1","M000","2.2","MZ","1.3","6.6","SSW","80","300","M00000","100","85","56","M000","14.4","M0"
"1993-08-26","29.0","21.1","15.7","M000","0.4","MZ","1.8","9.2","S","20","300","M00000","100","78","50","M000","19.0","M0"
"1993-08-27","20.1","17.2","12.2","M000","3.6","MZ","1.6","7.9","S","20","300","M00000","100","93","79","M000","4.5","M0"
"1993-08-28","25.6","17.5","10.6","M000","0.2","MZ","2.4","10.0","NNE","90","450","M00000","100","61","25","M000","15.5","M0"
"1993-08-29","24.2","16.9","10.6","M000","0.0","MZ","1.9","7.8","N","0","330","M00000","92","66","37","M000","21.8","M0"
"1993-08-30","23.9","17.4","12.7","M000","0.0","MZ","1.7","8.3","SSW","150","390","M00000","98","72","44","M000","19.7","M0"
"1993-08-31","28.0","18.1","11.5","M000","0.0","MZ","1.6","7.4","SSW","70","320","M00000","99","66","28","M000","21.1","M0"
