"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe"
"1989-09-15","4.7","2.4","0.5","M000","5.2","MZ","","","","","","","","","",""
"1989-09-16","12.4","7.7","2.9","M000","0.0","MZ","","","","","","","","","",""
"1989-09-17","7.4","6.0","4.1","M000","0.0","MZ","","","","","","","","","",""
"1989-09-18","11.3","7.6","3.7","M000","0.0","MZ","","","","","","","","","",""
"1989-09-19","7.2","6.0","3.9","M000","1.2","MZ","","","","","","","","","",""
"1989-09-20","11.1","7.4","3.1","M000","0.0","MZ","","","","","","","","","",""
"1989-09-21","10.0","6.9","3.5","M000","0.0","MZ","","","","","","","","","",""
"1989-09-22","9.6","5.8","1.6","M000","0.0","MZ","","","","","","","","","",""
"1989-09-23","7.5","4.1","0.2","M000","0.8","MZ","","","","","","","","","",""
"1989-09-24","5.0","3.8","2.6","M000","0.0","MZ","","","","","","","","","",""
"1989-09-25","7.3","3.0","-1.6","M000","1.0","MZ","","","","","","","","","",""
"1989-09-26","5.5","1.8","-2.3","M000","1.0","MZ","","","","","","","","","",""
"1989-09-27","4.4","1.1","-2.7","M000","0.6","MY","","","","","","","","","",""
"1989-09-28","1.8","-1.2","-4.7","M000","0.0","MZ","","","","","","","","","",""
"1989-09-29","4.3","0.6","-1.5","M000","0.0","MZ","","","","","","","","","",""
"1989-09-30","6.9","4.4","-0.3","M000","0.0","MZ","","","","","","","","","",""
"1989-10-01","11.0","7.9","5.3","M000","0.0","MZ","","","","","","","","","",""
"1989-10-02","8.8","6.1","2.8","M000","0.0","MZ","","","","","","","","","",""
"1989-10-03","5.4","3.6","-1.6","M000","0.0","MZ","","","","","","","","","",""
"1989-10-04","7.8","1.5","-5.5","M000","0.0","MZ","","","","","","","","","",""
"1989-10-05","8.9","4.7","-0.3","M000","0.0","MZ","","","","","","","","","",""
"1989-10-06","8.0","3.6","0.0","M000","0.0","MZ","","","","","","","","","",""
"1989-10-07","1.3","-1.2","-3.7","M000","5.0","MZ","","","","","","","","","",""
"1989-10-08","-2.8","-4.9","-6.2","M000","2.8","MZ","","","","","","","","","",""
"1989-10-09","-2.7","-5.2","-6.6","M000","0.2","MY","","","","","","","","","",""
"1989-10-10","-3.1","-4.5","-6.8","M000","0.0","MZ","","","","","","","","","",""
"1989-10-11","1.2","-1.6","-7.1","M000","7.6","MZ","","","","","","","","","",""
"1989-10-12","2.5","-0.9","-3.7","M000","0.6","MZ","","","","","","","","","",""
"1989-10-13","2.7","-0.9","-4.1","M000","0.2","MY","","","","","","","","","",""
"1989-10-14","3.1","-0.6","-4.2","M000","0.0","MZ","","","","","","","","","",""
"1989-10-15","0.3","-2.8","-4.8","M000","2.8","MZ","","","","","","","","","",""
"1989-10-16","6.6","3.1","-2.5","M000","0.0","MZ","","","","","","","","","",""
"1989-10-17","11.2","4.6","0.9","M000","0.0","MZ","","","","","","","","","",""
"1989-10-18","8.0","3.4","0.3","M000","0.0","MZ","","","","","","","","","",""
"1989-10-19","5.9","1.3","-1.9","M000","0.0","MZ","","","","","","","","","",""
"1989-10-20","2.1","0.0","-2.4","M000","0.0","MZ","","","","","","","","","",""
"1989-10-21","7.7","3.2","0.4","M000","0.2","MY","","","","","","","","","",""
"1989-10-22","8.7","4.2","0.3","M000","0.0","MZ","","","","","","","","","",""
"1989-10-23","8.4","4.3","1.3","M000","0.0","MZ","","","","","","","","","",""
"1989-10-24","11.0","7.4","2.7","M000","0.0","MZ","","","","","","","","","",""
"1989-10-25","9.6","5.9","2.4","M000","0.0","MZ","","","","","","","","","",""
"1989-10-26","11.0","6.9","2.1","M000","0.0","MZ","","","","","","","","","",""
"1989-10-27","7.9","4.7","1.9","M000","0.0","MZ","","","","","","","","","",""
"1989-10-28","3.5","0.6","-2.6","M000","0.0","MZ","","","","","","","","","",""
"1989-10-29","3.9","1.0","-2.1","M000","11.2","MZ","","","","","","","","","",""
"1989-10-30","6.1","3.0","0.0","M000","6.6","MZ","","","","","","","","","",""
"1989-10-31","5.6","3.0","0.0","M000","0.0","MZ","","","","","","","","","",""
"1989-11-01","6.4","2.8","-0.6","M000","0.0","MZ","","","","","","","","","",""
"1989-11-02","1.3","-0.6","-2.1","M000","0.2","MY","","","","","","","","","",""
"1989-11-03","-0.5","-1.0","-1.8","M000","0.0","MZ","","","","","","","","","",""
"1989-11-04","-1.0","-5.0","-8.1","M000","0.0","MZ","","","","","","","","","",""
"1989-11-05","-4.4","-5.9","-9.3","M000","0.0","MZ","","","","","","","","","",""
"1989-11-06","-8.9","-9.4","-9.9","M000","0.0","MZ","","","","","","","","","",""
"1989-11-07","-3.3","-7.1","-10.5","M000","0.0","MZ","","","","","","","","","",""
"1989-11-08","2.3","-1.6","-8.9","M000","2.2","MZ","","","","","","","","","",""
"1989-11-09","-0.2","-5.3","-11.3","M000","0.0","MZ","","","","","","","","","",""
"1989-11-10","0.4","-5.2","-11.8","M000","3.0","MZ","","","","","","","","","",""
"1989-11-11","5.0","-0.6","-5.9","M000","9.8","MZ","","","","","","","","","",""
"1989-11-12","5.4","-0.4","-5.2","M000","8.0","MZ","","","","","","","","","",""
"1989-11-13","3.2","-1.8","-6.9","M000","5.8","MZ","","","","","","","","","",""
"1989-11-14","3.8","1.0","-3.5","M000","3.4","MZ","","","","","","","","","",""
"1989-11-15","4.4","0.7","-3.8","M000","0.0","MZ","","","","","","","","","",""
"1989-11-16","0.5","-5.3","-12.3","M000","0.0","MZ","","","","","","","","","",""
"1989-11-17","-5.3","-8.9","-12.7","M000","0.0","MZ","","","","","","","","","",""
"1989-11-18","-3.8","-6.6","-10.3","M000","0.0","MZ","","","","","","","","","",""
"1989-11-19","-1.6","-3.6","-4.6","M000","0.2","MY","","","","","","","","","",""
"1989-11-20","0.1","-4.4","-7.8","M000","0.0","MZ","","","","","","","","","",""
"1989-11-21","-1.0","-3.8","-7.5","M000","0.0","MZ","","","","","","","","","",""
"1989-11-22","1.3","-2.9","-6.0","M000","0.4","MZ","","","","","","","","","",""
"1989-11-23","-0.3","-7.7","-13.3","M000","0.0","MZ","","","","","","","","","",""
"1989-11-24","-2.0","-8.1","-13.5","M000","0.0","MZ","","","","","","","","","",""
"1989-11-25","-5.3","-8.1","-14.5","M000","0.0","MZ","","","","","","","","","",""
"1989-11-26","-3.7","-8.2","-14.8","M000","0.0","MZ","","","","","","","","","",""
"1989-11-27","1.4","-2.4","-6.4","M000","0.0","MZ","","","","","","","","","",""
"1989-11-28","1.1","-2.0","-12.9","M000","0.0","MZ","","","","","","","","","",""
"1989-11-29","-4.3","-10.3","-15.8","M000","0.0","MZ","","","","","","","","","",""
"1989-11-30","-1.3","-5.9","-11.2","M000","0.0","MZ","","","","","","","","","",""
"1989-12-01","-0.5","-5.0","-10.9","M000","0.0","MZ","","","","","","","","","",""
"1989-12-02","1.1","-1.5","-5.2","M000","0.0","MZ","","","","","","","","","",""
"1989-12-03","1.6","-5.4","-9.6","M000","0.0","MZ","","","","","","","","","",""
"1989-12-04","1.2","-6.1","-10.0","M000","0.0","MZ","","","","","","","","","",""
"1989-12-05","0.6","-4.4","-8.7","M000","0.0","MZ","","","","","","","","","",""
"1989-12-06","0.5","-5.9","-10.3","M000","0.0","MZ","","","","","","","","","",""
"1989-12-07","1.2","-2.0","-8.0","M000","0.0","MZ","","","","","","","","","",""
"1989-12-08","-0.3","-5.0","-11.1","M000","0.0","MZ","","","","","","","","","",""
"1989-12-09","-2.3","-4.7","-9.5","M000","0.0","MZ","","","","","","","","","",""
"1989-12-10","-2.5","-8.0","-12.8","M000","0.0","MZ","","","","","","","","","",""
"1989-12-11","-3.5","-6.7","-11.5","M000","0.0","MZ","","","","","","","","","",""
"1989-12-12","-3.8","-7.3","-10.0","M000","0.0","MZ","","","","","","","","","",""
"1989-12-13","0.8","-4.0","-9.4","M000","0.2","MY","","","","","","","","","",""
"1989-12-14","2.7","-2.3","-8.2","M000","0.0","MZ","","","","","","","","","",""
"1989-12-15","2.1","-1.8","-4.4","M000","0.4","MZ","","","","","","","","","",""
"1989-12-16","2.8","-0.5","-3.3","M000","1.6","MZ","","","","","","","","","",""
"1989-12-17","-1.3","-2.4","-4.1","M000","0.0","MZ","","","","","","","","","",""
"1989-12-18","-1.8","-3.7","-6.3","M000","0.0","MZ","","","","","","","","","",""
"1989-12-19","-0.3","-4.1","-7.5","M000","0.0","MZ","","","","","","","","","",""
"1989-12-20","-0.5","-5.3","-8.6","M000","0.0","MZ","","","","","","","","","",""
"1989-12-21","-1.3","-3.8","-7.1","M000","0.0","MZ","","","","","","","","","",""
"1989-12-22","-2.9","-3.8","-4.5","M000","0.0","MZ","","","","","","","","","",""
"1989-12-23","-4.1","-7.5","-9.6","M000","0.0","MZ","","","","","","","","","",""
"1989-12-24","-0.7","-4.1","-8.0","M000","0.4","MZ","","","","","","","","","",""
"1989-12-25","2.7","-2.7","-7.0","M000","3.2","MZ","","","","","","","","","",""
"1989-12-26","4.7","0.0","-5.1","M000","3.8","MZ","","","","","","","","","",""
"1989-12-27","-1.8","-8.4","-15.3","M000","0.6","MZ","","","","","","","","","",""
"1989-12-28","-1.2","-9.2","-15.6","M000","0.0","MZ","","","","","","","","","",""
"1989-12-29","-1.5","-7.7","-13.2","M000","0.0","MZ","","","","","","","","","",""
"1989-12-30","-2.7","-10.6","-14.0","M000","1.0","MZ","","","","","","","","","",""
"1989-12-31","-3.8","-8.9","-14.4","M000","0.0","MY","","","","","","","","","",""
"1990-01-01","-1.9","-8.7","-14.3","M000","1.0","MZ","1.2","4.9","WSW","620","440","M00000","39","26","15","M000"
"1990-01-02","-2.1","-4.8","-9.2","M000","0.0","MZ","5.8","14.7","WNW","10","590","M00000","33","16","7","M000"
"1990-01-03","-4.1","-10.2","-14.6","M000","0.0","MZ","1.1","6.5","SW","790","340","M*****","72","48","23","M000"
"1990-01-04","-5.8","-9.2","-13.7","M000","0.0","MZ","2.4","5.3","SW","180","870","M00000","67","37","21","M000"
"1990-01-05","-3.5","-9.5","-14.5","M000","0.0","MZ","1.1","5.4","WSW","570","310","M00000","64","34","18","M000"
"1990-01-06","-5.9","-10.1","-14.8","M000","0.0","MZ","1.3","7.9","WSW","400","160","M00000","98","73","44","M000"
"1990-01-07","-5.3","-10.1","-15.5","M000","0.0","MZ","2.3","5.6","SW","130","770","M00000","90","52","23","M000"
"1990-01-08","-4.1","-9.2","-15.8","M000","0.2","MZ","2.1","8.5","SW","260","530","M00000","54","28","19","M000"
"1990-01-09","-2.4","-9.5","-13.7","M000","0.4","MY","1.1","6.1","SW","750","320","M00000","69","47","26","M000"
"1990-01-10","-2.1","-5.8","-12.0","M000","0.4","MY","2.4","6.6","SW","170","690","M00000","58","29","20","M000"
"1990-01-11","-1.8","-5.2","-12.5","M000","0.0","MZ","3.1","11.0","SW","130","670","M00000","42","21","10","M000"
"1990-01-12","-3.6","-7.5","-13.2","M000","0.0","MZ","2.2","6.6","SW","300","660","M00000","42","25","15","M000"
"1990-01-13","-0.8","-5.0","-9.4","M000","0.2","MY","2.7","9.3","SW","90","510","M00000","43","26","12","M000"
"1990-01-14","-1.8","-7.4","-11.7","M000","0.8","MY","2.1","5.8","WSW","310","540","M00000","58","34","22","M000"
"1990-01-15","-0.8","-6.0","-11.8","M000","0.2","MY","1.7","9.0","WSW","260","480","M00000","55","33","15","M000"
"1990-01-16","4.3","0.8","-4.2","M000","0.0","MZ","2.5","11.9","WSW","40","300","M00000","80","59","34","M000"
"1990-01-17","2.4","-1.6","-5.6","M000","0.0","MZ","2.4","10.4","WSW","30","420","M00000","66","49","33","M000"
"1990-01-18","-3.0","-4.9","-7.1","M000","0.0","MZ","4.4","14.6","NW","10","500","M00000","82","33","11","M000"
"1990-01-19","-1.3","-4.4","-8.3","M000","0.0","MZ","2.1","12.7","WSW","50","290","M00000","34","16","5","M000"
"1990-01-20","0.2","-4.4","-7.8","M000","0.0","MZ","1.9","10.3","NE","60","220","M00000","87","34","4","M000"
"1990-01-21","1.4","-2.7","-6.2","M000","0.0","MZ","2.7","15.3","SW","30","260","M00000","87","58","42","M000"
"1990-01-22","2.6","-2.5","-7.5","M000","0.0","MZ","2.4","8.6","SW","30","620","M00000","56","35","23","M000"
"1990-01-23","1.6","-5.6","-9.0","M000","0.0","MZ","0.4","4.7","WSW","940","170","M00000","87","53","28","M000"
"1990-01-24","-2.1","-5.9","-8.7","M000","0.0","MZ","5.5","18.3","SSW","80","490","M00000","100","85","58","M000"
"1990-01-25","-2.2","-6.0","-7.2","M000","0.0","MZ","3.1","15.6","NNE","370","470","M00000","100","88","40","M000"
"1990-01-26","-4.9","-8.0","-11.0","M000","0.0","MZ","4.6","24.0","SSW","100","700","M00000","100","95","73","M000"
"1990-01-27","-6.0","-8.9","-11.0","M000","0.0","MZ","4.1","16.0","SSW","40","400","M00000","99","68","48","M000"
"1990-01-28","-5.6","-7.0","-9.8","M000","0.0","MZ","1.9","14.5","SSW","60","360","M00000","100","97","86","M000"
"1990-01-29","-3.0","-5.8","-9.3","M000","0.0","MZ","1.7","12.0","SW","150","310","M00000","100","95","76","M000"
"1990-01-30","-1.9","-6.3","-12.0","M000","0.2","MZ","1.9","15.2","WSW","180","260","M00000","100","85","50","M000"
"1990-01-31","-5.6","-7.8","-10.8","M000","0.0","MZ","1.4","8.6","E","140","400","M00000","100","96","72","M000"
"1990-02-01","-4.3","-6.2","-6.9","M000","0.0","MZ","1.1","9.1","E","200","360","M00000","100","99","91","M000"
"1990-02-02","-3.8","-5.9","-9.5","M000","0.0","MZ","2.9","17.3","SSW","100","350","M00000","100","85","45","M000"
"1990-02-03","-1.0","-6.7","-11.4","M000","1.8","MY","1.2","7.8","N","250","230","M00000","100","80","44","M000"
"1990-02-04","3.0","-5.2","-10.6","M000","4.0","MY","1.9","14.7","WSW","230","300","M00000","91","38","11","M000"
"1990-02-05","3.9","-1.8","-7.5","M000","7.0","MY","2.1","6.7","WSW","50","620","M00000","23","11","5","M000"
"1990-02-06","2.8","-1.9","-8.2","M000","8.8","MY","2.0","6.5","SW","130","570","M00000","22","11","2","M000"
"1990-02-07","3.7","-3.7","-7.6","M000","4.2","MY","0.8","4.8","W","450","280","M00000","55","32","13","M000"
"1990-02-08","4.1","-1.5","-7.0","M000","0.2","MY","3.2","16.0","SSW","140","370","M00000","100","62","34","M000"
"1990-02-09","-7.0","-9.1","-14.5","M000","0.0","MZ","4.0","16.6","NNE","50","560","M00000","91","64","45","M000"
"1990-02-10","-4.7","-9.8","-14.0","M000","0.0","MZ","0.8","4.5","ENE","360","230","M00000","97","58","17","M000"
"1990-02-11","-7.6","-11.0","-16.7","M000","0.0","MZ","2.4","14.6","NNE","70","350","M00000","99","87","58","M000"
"1990-02-12","-8.7","-12.1","-13.6","M000","0.0","MZ","2.0","14.5","SSW","160","360","M00000","95","85","64","M000"
"1990-02-13","-5.9","-9.6","-12.7","M000","0.0","MZ","1.6","7.4","NNE","40","400","M00000","100","95","89","M000"
"1990-02-14","-2.1","-3.8","-6.2","M000","0.0","MZ","2.1","17.2","NE","10","490","M00000","100","100","100","M000"
"1990-02-15","-0.8","-4.1","-10.0","M000","0.0","MZ","6.4","20.9","SSW","20","450","M00000","100","95","81","M000"
"1990-02-16","-3.6","-6.8","-10.5","M000","0.0","MZ","2.8","21.1","NNE","10","410","M00000","100","95","76","M000"
"1990-02-17","1.1","-4.2","-9.4","M000","6.0","MZ","2.3","19.4","NNE","150","320","M00000","100","82","59","M000"
"1990-02-18","5.2","-2.7","-8.7","M000","8.8","MY","1.3","10.2","W","90","270","M00000","100","46","19","M000"
"1990-02-19","4.7","-1.6","-8.6","M000","7.6","MY","1.6","8.0","WSW","100","480","M00000","72","47","21","M000"
"1990-02-20","7.5","0.2","-4.8","M000","4.2","MY","1.9","5.7","SW","210","520","M00000","84","48","31","M000"
"1990-02-21","6.3","-0.4","-6.6","M000","0.0","MZ","2.3","8.2","SW","150","340","M00000","63","45","25","M000"
"1990-02-22","4.1","0.0","-4.7","M000","0.0","MZ","2.6","7.7","SW","20","580","M00000","79","54","41","M000"
"1990-02-23","7.0","0.1","-5.6","M000","0.0","MZ","1.7","7.3","WSW","50","450","M00000","69","47","28","M000"
"1990-02-24","4.3","-0.7","-5.9","M000","0.0","MZ","2.2","8.6","WSW","0","560","M00000","58","42","27","M000"
"1990-02-25","6.8","-1.4","-6.6","M000","0.0","MZ","1.4","17.2","WSW","370","250","M00000","100","58","28","M000"
"1990-02-26","1.0","-2.0","-4.5","M000","0.0","MZ","7.0","21.4","SSW","10","750","M00000","100","75","48","M000"
"1990-02-27","-1.0","-4.9","-10.8","M000","0.0","MZ","5.2","30.4","SSW","0","390","M*****","100","90","68","M000"
"1990-02-28","-3.2","-6.6","-10.6","M000","0.0","MZ","","","","","","M00000","100","99","94","M000"
"1990-03-01","-3.0","-8.6","-13.0","M000","0.0","MZ","2.6","20.3","NNE","800","320","M*****","100","92","73","M000"
"1990-03-02","-8.2","-13.4","-16.2","M000","0.0","MZ","0.0","0.0","Calma di vento","1440","","M00**0","96","89","79","M000"
"1990-03-03","-7.8","-13.1","-16.6","M000","0.0","MZ","2.8","16.5","NNE","480","340","M00000","85","53","26","M000"
"1990-03-04","-0.2","-4.3","-12.6","M000","1.4","MY","2.8","16.5","W","70","230","M00000","50","20","1","M000"
"1990-03-05","3.0","-3.3","-9.5","M000","14.2","MY","1.6","11.5","W","110","270","M00000","30","13","2","M000"
"1990-03-06","2.9","-3.6","-8.9","M000","1.2","MY","2.4","15.7","NNE","70","260","M00000","44","24","10","M000"
"1990-03-07","6.6","-1.7","-7.3","M000","0.0","MZ","1.6","15.2","SW","310","280","M00000","49","27","11","M000"
"1990-03-08","2.5","-3.3","-8.4","M000","0.0","MZ","0.5","4.2","W","650","160","M00000","71","44","26","M000"
"1990-03-09","-0.6","-3.3","-5.7","M000","0.8","MZ","4.2","18.4","NE","90","420","M00000","100","70","34","M000"
"1990-03-10","2.1","-0.6","-5.7","M000","0.0","MZ","6.8","24.3","NE","0","440","M00000","72","50","20","M000"
"1990-03-11","11.0","4.2","-2.6","M000","0.0","MZ","2.5","17.1","NE","140","220","M00000","53","30","11","M000"
"1990-03-12","4.1","1.7","-0.5","M000","0.0","MZ","3.3","11.9","NNE","10","280","M00000","73","46","28","M000"
"1990-03-13","4.2","-0.1","-5.4","M000","0.0","MZ","2.0","7.8","SW","220","290","M00000","99","69","42","M000"
"1990-03-14","7.6","-1.1","-5.7","M000","0.0","MZ","1.3","5.8","WSW","420","270","M00000","100","82","41","M000"
"1990-03-15","7.0","-0.5","-5.3","M000","0.0","MZ","2.1","5.7","SW","150","770","M00000","87","62","33","M000"
"1990-03-16","8.2","-0.5","-7.9","M000","0.0","MZ","1.7","5.3","WSW","70","690","M00000","48","29","14","M000"
"1990-03-17","2.6","-5.0","-12.7","M000","0.0","MZ","1.6","6.7","SW","220","330","M00000","100","73","36","M000"
"1990-03-18","0.8","-4.0","-6.9","M000","0.2","MZ","1.5","7.2","E","60","300","M00000","100","80","50","M000"
"1990-03-19","4.6","-3.0","-8.7","M000","3.8","MZ","2.5","6.2","SW","40","800","M00000","100","64","35","M000"
"1990-03-20","4.3","-1.0","-5.6","M000","0.0","MZ","2.3","11.3","WSW","30","200","M00000","100","56","19","M000"
"1990-03-21","11.1","2.3","-3.9","M000","0.6","MZ","1.4","10.6","WSW","130","250","M00000","94","68","32","M000"
"1990-03-22","6.3","3.1","-0.3","M000","0.0","MZ","3.8","10.8","SSW","10","480","M00000","97","49","32","M000"
"1990-03-23","2.1","-1.1","-3.5","M000","1.2","MZ","3.6","16.3","SW","10","420","M00000","100","67","16","M000"
"1990-03-24","4.0","-0.8","-3.9","M000","0.0","MZ","1.1","4.6","NE","280","230","M00000","100","79","43","M000"
"1990-03-25","-1.6","-8.1","-13.0","M000","0.0","MZ","","","","","","M00000","100","80","60","M000"
